rank,lemma,is_mwe,pos,raw_freq,freq_per_million
2582,pasta,0,noun,13841,21.755
2583,calcular,0,verb,13840,21.754
2584,habituar,0,verb,13839,21.752
2585,doze,0,num,13835,21.746
2586,sexta-feira,0,noun,13818,21.719
2587,sujeito,0,noun,13790,21.675
2588,aceder,0,verb,13779,21.658
2589,construção,0,noun,13774,21.650
2590,hábito,0,noun,13774,21.650
2591,ceder,0,verb,13759,21.626
2592,febre,0,noun,13751,21.614
2593,sincronia,0,noun,13743,21.601
2594,uns tempos,1,mwe,13742,21.600
2595,time,0,noun,13740,21.596
2596,bíblia,0,noun,13730,21.581
2597,salão,0,noun,13728,21.578
2598,investir,0,verb,13725,21.573
2599,negativo,0,adj,13721,21.567
2600,extraterrestre,0,adj,13712,21.552
2601,pisar,0,verb,13709,21.548
2602,show,0,noun,13709,21.548
2603,cabana,0,noun,13708,21.546
2604,caos,0,noun,13706,21.543
2605,tradição,0,noun,13687,21.513
2606,moderno,0,adj,13684,21.508
2607,face,0,noun,13670,21.486
2608,terapia,0,noun,13655,21.463
2609,eterno,0,adj,13631,21.425
2610,fabuloso,0,adj,13627,21.419
2611,despedida,0,noun,13614,21.398
2612,ficha,0,noun,13608,21.389
2613,estes tipos,1,mwe,13596,21.370
2614,brinde,0,noun,13593,21.365
2615,animar,0,verb,13584,21.351
2616,pendurar,0,verb,13574,21.336
2617,zangar,0,verb,13554,21.304
2618,reclamar,0,verb,13540,21.282
2619,deixaa,0,unk,13539,21.281
2620,caverna,0,noun,13503,21.224
2621,cento,0,num,13501,21.221
2622,leitura,0,noun,13471,21.174
2623,federal,0,noun,13470,21.172
2624,cruz,0,noun,13448,21.138
2625,capa,0,noun,13444,21.131
2626,matemática,0,noun,13438,21.122
2627,caneta,0,noun,13437,21.120
2628,cumprimento,0,noun,13432,21.112
2629,interpretar,0,verb,13412,21.081
2630,região,0,noun,13391,21.048
2631,vossa majestade,1,mwe,13390,21.046
2632,adequado,0,adj,13388,21.043
2633,tranquilo,0,adj,13383,21.035
2634,cultura,0,noun,13373,21.020
2635,concurso,0,noun,13361,21.001
2636,portal,0,noun,13358,20.996
2637,saudades tuas,1,mwe,13340,20.968
2638,total,0,noun,13324,20.943
2639,custo,0,noun,13323,20.941
2640,yeah,0,noun,13303,20.910
2641,adaptação,0,noun,13293,20.894
2642,psiquiatra,0,noun,13292,20.892
2643,tragédia,0,noun,13291,20.891
2644,curtir,0,verb,13271,20.859
2645,troco,0,noun,13262,20.845
2646,e-mail,0,noun,13256,20.836
2647,manipular,0,verb,13253,20.831
2648,encaixar,0,verb,13247,20.822
2649,única maneira,1,mwe,13246,20.820
2650,gatilho,0,noun,13231,20.796
2651,acabado,0,adj,13226,20.789
2652,travar,0,verb,13219,20.778
2653,pneu,0,noun,13214,20.770
2654,perfil,0,noun,13206,20.757
2655,poço,0,noun,13200,20.748
2656,teria sido,1,mwe,13197,20.743
2657,cinza,0,noun,13176,20.710
2658,desconhecer,0,verb,13175,20.708
2659,egoísta,0,adj,13172,20.704
2660,salário,0,noun,13154,20.675
2661,tema,0,noun,13137,20.649
2662,nessa altura,1,mwe,13135,20.646
2663,assinatura,0,noun,13133,20.642
2664,interferir,0,verb,13122,20.625
2665,unha,0,noun,13107,20.602
2666,infância,0,noun,13100,20.591
2667,ensaio,0,noun,13093,20.580
2668,escuro,0,noun,13091,20.576
2669,bombeiro,0,noun,13090,20.575
2670,tiroteio,0,noun,13085,20.567
2671,indústria,0,noun,13077,20.554
2672,média,0,noun,13074,20.550
2673,doutora,0,noun,13061,20.529
2674,transferência,0,noun,13058,20.525
2675,indivíduo,0,noun,13038,20.493
2676,consumir,0,verb,13037,20.492
2677,selva,0,noun,13029,20.479
2678,dez minutos,1,mwe,13027,20.476
2679,pontapé,0,noun,13021,20.466
2680,leal,0,adj,13020,20.465
2681,felizmente,0,adv,13013,20.454
2682,noturno,0,adj,13009,20.448
2683,divorciar,0,verb,12988,20.415
2684,oficialmente,0,adv,12985,20.410
2685,político,0,noun,12982,20.405
2686,conde,0,noun,12964,20.377
2687,vigia,0,noun,12958,20.367
2688,alteza,0,noun,12956,20.364
2689,encarar,0,verb,12955,20.363
2690,cêntimo,0,noun,12953,20.359
2691,voluntário,0,noun,12949,20.353
2692,profissional,0,noun,12943,20.344
2693,requerer,0,verb,12940,20.339
2694,intervalo,0,noun,12934,20.330
2695,beco,0,noun,12931,20.325
2696,feliz natal,1,mwe,12902,20.279
2697,uns minutos,1,mwe,12901,20.278
2698,muro,0,noun,12889,20.259
2699,bosque,0,noun,12875,20.237
2700,casino,0,noun,12874,20.235
2701,primavera,0,noun,12855,20.205
2702,óleo,0,noun,12846,20.191
2703,custódia,0,noun,12844,20.188
2704,tensão,0,noun,12842,20.185
2705,sincronizar,0,verb,12834,20.172
2706,suspender,0,verb,12826,20.160
2707,endereço,0,noun,12820,20.150
2708,trono,0,noun,12817,20.146
2709,gerir,0,verb,12813,20.139
2710,existência,0,noun,12808,20.132
2711,ocasião,0,noun,12805,20.127
2712,união,0,noun,12805,20.127
2713,neto,0,noun,12803,20.124
2714,capital,0,noun,12789,20.102
2715,república,0,noun,12783,20.092
2716,tigre,0,noun,12783,20.092
2717,evacuar,0,verb,12781,20.089
2718,cicatriz,0,noun,12772,20.075
2719,altamente,0,adv,12746,20.034
2720,dali,0,det,12744,20.031
2721,palerma,0,noun,12738,20.022
2722,miserável,0,adj,12729,20.007
2723,básico,0,adj,12726,20.003
2724,honrar,0,verb,12716,19.987
2725,invasão,0,noun,12695,19.954
2726,promover,0,verb,12686,19.940
2727,placa,0,noun,12676,19.924
2728,visto,0,noun,12674,19.921
2729,amado,0,adj,12651,19.885
2730,britânico,0,adj,12648,19.880
2731,apropriar,0,verb,12646,19.877
2732,vendedor,0,noun,12640,19.868
2733,nalgum,0,det,12639,19.866
2734,pintura,0,noun,12638,19.864
2735,neste caso,1,mwe,12635,19.860
2736,abrandar,0,verb,12634,19.858
2737,confissão,0,noun,12630,19.852
2738,recordação,0,noun,12628,19.849
2739,parente,0,noun,12622,19.839
2740,turma,0,noun,12622,19.839
2741,aparência,0,noun,12615,19.828
2742,renda,0,noun,12605,19.813
2743,governar,0,verb,12604,19.811
2744,influência,0,noun,12581,19.775
2745,literalmente,0,adv,12563,19.746
2746,camarada,0,noun,12558,19.739
2747,amoroso,0,adj,12555,19.734
2748,aconselhar,0,verb,12552,19.729
2749,sobrinho,0,noun,12547,19.721
2750,perímetro,0,noun,12530,19.695
2751,detrás,0,adv,12521,19.680
2752,diminuir,0,verb,12520,19.679
2753,toalha,0,noun,12486,19.625
2754,adulto,0,adj,12485,19.624
2755,principalmente,0,adv,12483,19.621
2756,conclusão,0,noun,12482,19.619
2757,fraqueza,0,noun,12468,19.597
2758,estratégia,0,noun,12466,19.594
2759,imaginação,0,noun,12466,19.594
2760,convencido,0,adj,12455,19.577
2761,definir,0,verb,12442,19.556
2762,tapar,0,verb,12427,19.533
2763,coluna,0,noun,12403,19.495
2764,urgência,0,noun,12401,19.492
2765,atropelar,0,verb,12394,19.481
2766,adotar,0,verb,12385,19.467
2767,descoberta,0,noun,12382,19.462
2768,invisível,0,adj,12373,19.448
2769,temporada,0,noun,12366,19.437
2770,infiltrar,0,verb,12360,19.427
2771,histórico,0,adj,12353,19.416
2772,candidato,0,noun,12351,19.413
2773,precisamente,0,adv,12345,19.404
2774,selar,0,verb,12341,19.398
2775,lance,0,noun,12328,19.377
2776,suspeitar,0,verb,12319,19.363
2777,ala,0,noun,12316,19.358
2778,comandar,0,verb,12316,19.358
2779,reservar,0,verb,12304,19.339
2780,uísque,0,noun,12304,19.339
2781,impacto,0,noun,12301,19.335
2782,competição,0,noun,12292,19.321
2783,esquema,0,noun,12288,19.314
2784,estupidez,0,noun,12271,19.288
2785,chip,0,noun,12260,19.270
2786,taco,0,noun,12255,19.262
2787,internacional,0,adj,12242,19.242
2788,cobrar,0,verb,12238,19.236
2789,infeção,0,noun,12238,19.236
2790,colher,0,noun,12218,19.204
2791,imediato,0,adj,12207,19.187
2792,atrasado,0,verb,12192,19.163
2793,digno,0,adj,12191,19.162
2794,recomeçar,0,verb,12172,19.132
2795,noção,0,noun,12171,19.130
2796,tarte,0,noun,12169,19.127
2797,teto,0,noun,12168,19.126
2798,hum,0,intj,12160,19.113
2799,bestial,0,adj,12158,19.110
2800,falhado,0,noun,12157,19.108
2801,confidencial,0,adj,12151,19.099
2802,comentário,0,noun,12144,19.088
2803,senhorita,0,noun,12134,19.072
2804,estrangeiro,0,noun,12129,19.064
2805,tecnicamente,0,adv,12126,19.060
2806,duche,0,noun,12124,19.056
2807,há-de,0,verb,12124,19.056
2808,mundial,0,adj,12121,19.052
2809,fraude,0,noun,12116,19.044
2810,feiticeiro,0,noun,12106,19.028
2811,fechado,0,adj,12094,19.009
2812,giro,0,adj,12081,18.989
2813,lixado,0,adj,12080,18.987
2814,sortudo,0,adj,12069,18.970
2815,estrutura,0,noun,12050,18.940
2816,disparo,0,noun,12044,18.931
2817,físico,0,noun,12042,18.928
2818,golfe,0,noun,12039,18.923
2819,formação,0,noun,12034,18.915
2820,prazer conhecer,1,mwe,12023,18.898
2821,probabilidade,0,noun,12020,18.893
2822,insultar,0,verb,12018,18.890
2823,aliado,0,noun,12012,18.880
2824,comissário,0,noun,11992,18.849
2825,ofensa,0,noun,11987,18.841
2826,erguer,0,verb,11986,18.840
2827,legítimo,0,adj,11977,18.825
2828,sintoma,0,noun,11974,18.821
2829,espingarda,0,noun,11950,18.783
2830,máximo,0,adj,11949,18.781
2831,motel,0,noun,11947,18.778
2832,nomear,0,verb,11945,18.775
2833,revolução,0,noun,11930,18.752
2834,parvalhão,0,noun,11927,18.747
2835,presa,0,verb,11927,18.747
2836,absurdo,0,adj,11924,18.742
2837,possivelmente,0,adv,11918,18.733
2838,terror,0,noun,11887,18.684
2839,frigorífico,0,noun,11875,18.665
2840,conhecido,0,adj,11835,18.602
2841,propriamente,0,adv,11835,18.602
2842,aranha,0,noun,11826,18.588
2843,administração,0,noun,11816,18.572
2844,raios partam,1,mwe,11816,18.572
2845,nazi,0,noun,11806,18.557
2846,fugitivo,0,noun,11801,18.549
2847,conspiração,0,noun,11790,18.531
2848,tapete,0,noun,11787,18.527
2849,feira,0,noun,11768,18.497
2850,coleção,0,noun,11763,18.489
2851,combinação,0,noun,11763,18.489
2852,estável,0,adj,11758,18.481
2853,década,0,noun,11749,18.467
2854,medalha,0,noun,11724,18.428
2855,genial,0,adj,11721,18.423
2856,lama,0,noun,11721,18.423
2857,juntas,0,adj,11718,18.418
2858,despir,0,verb,11710,18.406
2859,entusiasmado,0,adj,11707,18.401
2860,religião,0,noun,11704,18.396
2861,agulha,0,noun,11699,18.388
2862,amável,0,adj,11698,18.387
2863,hã,0,intj,11697,18.385
2864,espancar,0,verb,11681,18.360
2865,bife,0,noun,11680,18.359
2866,cocaína,0,noun,11677,18.354
2867,cavar,0,verb,11674,18.349
2868,órgão,0,noun,11672,18.346
2869,relacionamento,0,noun,11669,18.341
2870,civil,0,adj,11665,18.335
2871,alô,0,intj,11663,18.332
2872,fruta,0,noun,11657,18.322
2873,encostar,0,verb,11654,18.318
2874,adolescente,0,noun,11649,18.310
2875,personalidade,0,noun,11647,18.307
2876,setembro,0,noun,11643,18.300
2877,inconsciente,0,adj,11642,18.299
2878,agitar,0,verb,11637,18.291
2879,competir,0,verb,11632,18.283
2880,linguagem,0,noun,11631,18.282
2881,piso,0,noun,11627,18.275
2882,emitir,0,verb,11626,18.274
2883,kg,0,noun,11625,18.272
2884,pastor,0,noun,11625,18.272
2885,acontecimento,0,noun,11623,18.269
2886,suceder,0,verb,11623,18.269
2887,interrogatório,0,noun,11620,18.264
2888,manteiga,0,noun,11610,18.249
2889,exposição,0,noun,11600,18.233
2890,nascimento,0,noun,11598,18.230
2891,nojo,0,noun,11596,18.227
2892,trato disto,1,mwe,11596,18.227
2893,luxo,0,noun,11592,18.220
2894,elevar,0,verb,11576,18.195
2895,satisfazer,0,verb,11565,18.178
2896,avaliar,0,verb,11562,18.173
2897,educar,0,verb,11559,18.168
2898,firma,0,noun,11559,18.168
2899,habitual,0,adj,11557,18.165
2900,laranja,0,noun,11554,18.161
2901,religioso,0,adj,11554,18.161
2902,canhão,0,noun,11531,18.124
2903,rumo,0,noun,11530,18.123
2904,huh,0,intj,11515,18.099
2905,vice-presidente,0,noun,11513,18.096
2906,detenção,0,noun,11496,18.069
2907,solto,0,noun,11494,18.066
2908,pescar,0,verb,11487,18.055
2909,adiar,0,verb,11486,18.054
2910,ritual,0,noun,11470,18.029
2911,apresentação,0,noun,11469,18.027
2912,encomenda,0,noun,11467,18.024
2913,ámen,0,intj,11462,18.016
2914,embaixador,0,noun,11455,18.005
2915,radiação,0,noun,11450,17.997
2916,colónia,0,noun,11447,17.992
2917,lesão,0,noun,11442,17.985
2918,depoimento,0,noun,11439,17.980
2919,selvagem,0,noun,11427,17.961
2920,caridade,0,noun,11426,17.959
2921,eletricidade,0,noun,11423,17.955
2922,mochila,0,noun,11411,17.936
2923,cemitério,0,noun,11406,17.928
2924,velhote,0,noun,11400,17.918
2925,ripar,0,verb,11399,17.917
2926,respiração,0,noun,11391,17.904
2927,pregar,0,verb,11390,17.903
2928,olhadela,0,noun,11377,17.882
2929,reconhecimento,0,noun,11368,17.868
2930,colina,0,noun,11365,17.863
2931,exceção,0,noun,11355,17.848
2932,caixão,0,noun,11343,17.829
2933,distante,0,adj,11341,17.826
2934,doloroso,0,adj,11340,17.824
2935,fascinante,0,adj,11339,17.823
2936,basebol,0,noun,11334,17.815
2937,lâmina,0,noun,11334,17.815
2938,vital,0,adj,11331,17.810
2939,sector,0,noun,11327,17.804
2940,parvo,0,adj,11311,17.779
2941,cenário,0,noun,11300,17.761
2942,abelha,0,noun,11289,17.744
2943,submarino,0,noun,11283,17.735
2944,lembrança,0,noun,11282,17.733
2945,prática,0,noun,11277,17.725
2946,conflito,0,noun,11274,17.720
2947,capítulo,0,noun,11263,17.703
2948,almirante,0,noun,11257,17.694
2949,email,0,noun,11254,17.689
2950,solitário,0,adj,11254,17.689
2951,receção,0,noun,11250,17.683
2952,solar,0,adj,11249,17.681
2953,empréstimo,0,noun,11248,17.680
2954,rapto,0,noun,11245,17.675
2955,ginásio,0,noun,11243,17.672
2956,barra,0,noun,11240,17.667
2957,típico,0,adj,11233,17.656
2958,academia,0,noun,11216,17.629
2959,petróleo,0,noun,11215,17.628
2960,descarregar,0,verb,11208,17.617
2961,audição,0,noun,11201,17.606
2962,tribo,0,noun,11200,17.604
2963,excelência,0,noun,11194,17.595
2964,cansar,0,verb,11183,17.577
2965,túmulo,0,noun,11182,17.576
2966,excitado,0,adj,11179,17.571
2967,sobrevivência,0,noun,11178,17.570
2968,músculo,0,noun,11177,17.568
2969,delicado,0,adj,11171,17.559
2970,via,0,prep,11164,17.548
2971,fiel,0,adj,11139,17.508
2972,íntimo,0,adj,11135,17.502
2973,população,0,noun,11114,17.469
2974,recorde,0,noun,11112,17.466
2975,mergulhar,0,verb,11110,17.463
2976,gravidade,0,noun,11104,17.453
2977,vaga,0,noun,11101,17.449
2978,psicopata,0,noun,11089,17.430
2979,habituado,0,adj,11071,17.401
2980,coordenada,0,noun,11039,17.351
2981,palpite,0,noun,11038,17.349
2982,excitante,0,adj,11036,17.346
2983,derreter,0,verb,11027,17.332
2984,exterior,0,noun,11023,17.326
2985,aço,0,noun,11017,17.316
2986,ira,0,noun,11000,17.290
2987,contagem,0,noun,10999,17.288
2988,geralmente,0,adv,10997,17.285
2989,desagradável,0,adj,10995,17.282
2990,secretário,0,noun,10991,17.276
2991,resgatar,0,verb,10990,17.274
2992,site,0,noun,10988,17.271
2993,sensual,0,adj,10980,17.258
2994,biscoito,0,noun,10979,17.257
2995,mentiroso,0,noun,10961,17.228
2996,oração,0,noun,10961,17.228
2997,fígado,0,noun,10960,17.227
2998,gravata,0,noun,10957,17.222
2999,infantil,0,adj,10950,17.211
3000,inicial,0,adj,10932,17.183
3001,descanso,0,noun,10929,17.178
3002,elegante,0,adj,10916,17.158
3003,pesquisar,0,verb,10912,17.151
3004,agradecido,0,adj,10910,17.148
3005,burro,0,noun,10908,17.145
3006,impressionar,0,verb,10903,17.137
3007,despertar,0,verb,10893,17.122
3008,crânio,0,noun,10886,17.111
3009,descontrair,0,verb,10875,17.093
3010,deitado,0,adj,10865,17.078
3011,esquadrão,0,noun,10865,17.078
3012,reformar,0,verb,10856,17.063
3013,lutador,0,noun,10847,17.049
3014,hemorragia,0,noun,10846,17.048
3015,matéria,0,noun,10839,17.037
3016,guardião,0,noun,10826,17.016
3017,percorrer,0,verb,10817,17.002
3018,taça,0,noun,10817,17.002
3019,sai daí,1,mwe,10812,16.994
3020,esconderijo,0,noun,10809,16.990
3021,concluir,0,verb,10803,16.980
3022,agenda,0,noun,10800,16.975
3023,razoável,0,adj,10800,16.975
3024,gota,0,noun,10798,16.972
3025,dona,0,noun,10794,16.966
3026,piano,0,noun,10790,16.960
3027,mancha,0,noun,10779,16.942
3028,terrorista,0,adj,10775,16.936
3029,protetor,0,noun,10774,16.935
3030,lutar contra,1,mwe,10762,16.916
3031,teus olhos,1,mwe,10762,16.916
3032,seco,0,adj,10759,16.911
3033,sensor,0,noun,10746,16.891
3034,verme,0,noun,10740,16.881
3035,circo,0,noun,10739,16.880
3036,honestamente,0,adv,10734,16.872
3037,anão,0,noun,10732,16.869
3038,telefónico,0,adj,10731,16.867
3039,tenda,0,noun,10722,16.853
3040,garantia,0,noun,10718,16.847
3041,treva,0,noun,10716,16.843
3042,emocional,0,adj,10710,16.834
3043,completar,0,verb,10708,16.831
3044,cercar,0,verb,10701,16.820
3045,consulta,0,noun,10701,16.820
3046,dessa maneira,1,mwe,10695,16.810
3047,tarado,0,noun,10688,16.799
3048,cumprimentar,0,verb,10685,16.795
3049,revistar,0,verb,10685,16.795
3050,minhas mãos,1,mwe,10681,16.788
3051,taxa,0,noun,10679,16.785
3052,peru,0,noun,10677,16.782
3053,festejar,0,verb,10675,16.779
3054,bênção,0,noun,10672,16.774
3055,constar,0,verb,10664,16.762
3056,mamãe,0,noun,10663,16.760
3057,ferido,0,adj,10640,16.724
3058,sábio,0,adj,10638,16.721
3059,medir,0,verb,10637,16.719
3060,líquido,0,noun,10617,16.688
3061,fuzileiro,0,noun,10613,16.681
3062,torto,0,adj,10611,16.678
3063,embaixada,0,noun,10605,16.669
3064,redor,0,noun,10605,16.669
3065,luto,0,noun,10582,16.633
3066,verdadeiramente,0,adv,10582,16.633
3067,congresso,0,noun,10574,16.620
3068,instrumento,0,noun,10566,16.608
3069,cristal,0,noun,10558,16.595
3070,abanar,0,verb,10557,16.593
3071,obcecado,0,adj,10529,16.549
3072,julho,0,noun,10526,16.545
3073,distrito,0,noun,10525,16.543
3074,mira,0,noun,10521,16.537
3075,complexo,0,noun,10519,16.534
3076,cobarde,0,noun,10517,16.531
3077,laço,0,noun,10513,16.524
3078,investimento,0,noun,10511,16.521
3079,aumento,0,noun,10505,16.512
3080,criminal,0,adj,10500,16.504
3081,alimento,0,noun,10495,16.496
3082,entretanto,0,conj,10493,16.493
3083,gelado,0,adj,10482,16.476
3084,gene,0,noun,10482,16.476
3085,amanhecer,0,noun,10478,16.469
3086,boneco,0,noun,10421,16.380
3087,misericórdia,0,noun,10417,16.373
3088,muralha,0,noun,10416,16.372
3089,italiano,0,adj,10411,16.364
3090,rotina,0,noun,10404,16.353
3091,banheira,0,noun,10392,16.334
3092,intenso,0,adj,10390,16.331
3093,privacidade,0,noun,10389,16.329
3094,tchau,0,intj,10386,16.325
3095,cirurgião,0,noun,10382,16.318
3096,palma,0,noun,10375,16.307
3097,adaptar,0,verb,10371,16.301
3098,bêbado,0,noun,10369,16.298
3099,bens,0,noun,10364,16.290
3100,punho,0,noun,10360,16.284
3101,equipe,0,noun,10356,16.278
3102,más notícias,1,mwe,10356,16.278
3103,dobro,0,noun,10346,16.262
3104,curva,0,noun,10345,16.260
3105,alfa,0,noun,10340,16.252
3106,cuspir,0,verb,10337,16.248
3107,mota,0,noun,10323,16.226
3108,meta,0,verb,10321,16.223
3109,prejudicar,0,verb,10319,16.219
3110,tortura,0,noun,10313,16.210
3111,sequência,0,noun,10302,16.193
3112,radar,0,noun,10300,16.190
3113,ambos sabemos,1,mwe,10299,16.188
3114,condução,0,noun,10296,16.183
3115,japonês,0,noun,10290,16.174
3116,escala,0,noun,10277,16.153
3117,tremer,0,noun,10271,16.144
3118,pato,0,noun,10266,16.136
3119,temporário,0,adj,10265,16.134
3120,dúzia,0,noun,10264,16.133
3121,estender,0,verb,10263,16.131
3122,ângulo,0,noun,10263,16.131
3123,juramento,0,noun,10222,16.067
3124,hein,0,intj,10219,16.062
3125,economia,0,noun,10215,16.056
3126,feliz aniversário,1,mwe,10215,16.056
3127,engenheiro,0,noun,10213,16.053
3128,elefante,0,noun,10209,16.046
3129,margem,0,noun,10201,16.034
3130,burro,0,adj,10193,16.021
3131,recear,0,verb,10184,16.007
3132,cano,0,noun,10170,15.985
3133,encobrir,0,verb,10165,15.977
3134,naquilo,0,det,10158,15.966
3135,fodido,0,verb,10155,15.962
3136,focar,0,verb,10149,15.952
3137,curiosidade,0,noun,10144,15.944
3138,profissão,0,noun,10131,15.924
3139,horror,0,noun,10130,15.922
3140,esfaquear,0,verb,10129,15.921
3141,pata,0,noun,10107,15.886
3142,próxima semana,1,mwe,10107,15.886
3143,êxito,0,noun,10106,15.885
3144,esgotar,0,verb,10097,15.870
3145,execução,0,noun,10094,15.866
3146,sugestão,0,noun,10094,15.866
3147,distintivo,0,noun,10086,15.853
3148,reverendo,0,noun,10076,15.837
3149,obrigação,0,noun,10070,15.828
3150,pressentimento,0,noun,10069,15.826
3151,salada,0,noun,10067,15.823
3152,corresponder,0,verb,10064,15.819
3153,ilusão,0,noun,10056,15.806
3154,converter,0,verb,10055,15.804
3155,viúva,0,noun,10049,15.795
3156,descrição,0,noun,10047,15.792
3157,beira,0,noun,10045,15.789
3158,católico,0,noun,10039,15.779
3159,supremo,0,noun,10034,15.771
3160,nobre,0,noun,10028,15.762
3161,ex,0,noun,10027,15.760
3162,acrescentar,0,verb,10026,15.759
3163,suas mãos,1,mwe,10022,15.753
3164,comité,0,noun,10017,15.745
3165,conduta,0,noun,10011,15.735
3166,stress,0,noun,10005,15.726
3167,publicidade,0,noun,10001,15.720
3168,monsieur,0,noun,9997,15.713
3169,poema,0,noun,9997,15.713
3170,tumor,0,noun,9995,15.710
3171,semente,0,noun,9993,15.707
3172,suave,0,adj,9991,15.704
3173,vestígio,0,noun,9988,15.699
3174,senado,0,noun,9986,15.696
3175,incendiar,0,verb,9980,15.687
3176,masculino,0,adj,9974,15.677
3177,sacar,0,verb,9964,15.661
3178,quinze,0,num,9963,15.660
3179,acorde,0,noun,9956,15.649
3180,apertado,0,adj,9953,15.644
3181,destinado,0,adj,9952,15.643
3182,espiar,0,verb,9928,15.605
3183,advogada,0,noun,9924,15.599
3184,global,0,adj,9920,15.592
3185,trancado,0,adj,9918,15.589
3186,campeonato,0,noun,9910,15.577
3187,mundial,0,noun,9908,15.573
3188,espanhol,0,adj,9905,15.569
3189,bêbedo,0,adj,9900,15.561
3190,agressivo,0,adj,9898,15.558
3191,àquele,0,det,9872,15.517
3192,tática,0,noun,9869,15.512
3193,arrasar,0,verb,9867,15.509
3194,ninho,0,noun,9865,15.506
3195,garra,0,noun,9856,15.492
3196,hambúrguer,0,noun,9856,15.492
3197,mistura,0,noun,9851,15.484
3198,lamber,0,verb,9838,15.463
3199,meta,0,noun,9822,15.438
3200,mosca,0,noun,9811,15.421
3201,sentença,0,noun,9803,15.408
3202,restante,0,noun,9802,15.407
3203,frasco,0,noun,9798,15.400
3204,francamente,0,adv,9796,15.397
3205,olhada,0,noun,9793,15.393
3206,ministério,0,noun,9789,15.386
3207,murro,0,noun,9771,15.358
3208,bebê,0,noun,9770,15.356
3209,circuito,0,noun,9769,15.355
3210,rodear,0,verb,9766,15.350
3211,rasgar,0,verb,9765,15.349
3212,naturalmente,0,adv,9751,15.327
3213,eleger,0,verb,9734,15.300
3214,benefício,0,noun,9725,15.286
3215,segunda-feira,0,noun,9725,15.286
3216,matrícula,0,noun,9717,15.273
3217,atriz,0,noun,9716,15.272
3218,armado,0,adj,9715,15.270
3219,vários,0,pron,9696,15.240
3220,estrangeiro,0,adj,9695,15.239
3221,semelhante,0,adj,9694,15.237
3222,algema,0,noun,9692,15.234
3223,inveja,0,noun,9688,15.228
3224,entretanto,0,adv,9685,15.223
3225,repórter,0,noun,9685,15.223
3226,inferior,0,adj,9669,15.198
3227,adquirir,0,verb,9667,15.195
3228,tristeza,0,noun,9662,15.187
3229,espetar,0,verb,9657,15.179
3230,papelada,0,noun,9649,15.166
3231,médio,0,noun,9639,15.151
3232,injeção,0,noun,9637,15.147
3233,impulso,0,noun,9621,15.122
3234,granada,0,noun,9620,15.121
3235,desfrutar,0,verb,9613,15.110
3236,eternidade,0,noun,9613,15.110
3237,elogio,0,noun,9604,15.096
3238,surdo,0,adj,9600,15.089
3239,moral,0,adj,9594,15.080
3240,malvado,0,adj,9589,15.072
3241,avaliação,0,noun,9581,15.059
3242,flash,0,noun,9579,15.056
3243,detestar,0,verb,9574,15.048
3244,duque,0,noun,9570,15.042
3245,abertura,0,noun,9565,15.034
3246,raiz,0,noun,9564,15.033
3247,bolacha,0,noun,9557,15.022
3248,conselheiro,0,noun,9552,15.014
3249,implicar,0,verb,9540,14.995
3250,recrutar,0,verb,9538,14.992
3251,ténis,0,noun,9532,14.982
3252,bordo,0,prep,9529,14.978
3253,envelhecer,0,verb,9520,14.964
3254,gado,0,noun,9509,14.946
3255,nervo,0,noun,9505,14.940
3256,maricas,0,noun,9477,14.896
3257,perseguição,0,noun,9473,14.890
3258,lógica,0,noun,9467,14.880
3259,sereno,0,noun,9467,14.880
3260,adiante,0,adv,9462,14.872
3261,criação,0,noun,9457,14.864
3262,relacionar,0,verb,9448,14.850
3263,associar,0,verb,9440,14.838
3264,ruim,0,adj,9430,14.822
3265,grátis,0,adj,9427,14.817
3266,gerar,0,verb,9417,14.802
3267,meio-dia,0,noun,9410,14.791
3268,pesca,0,noun,9410,14.791
3269,parada,0,noun,9404,14.781
3270,disposição,0,noun,9402,14.778
3271,baleia,0,noun,9394,14.765
3272,plataforma,0,noun,9389,14.758
3273,pilotar,0,verb,9382,14.747
3274,colaborar,0,verb,9381,14.745
3275,agressão,0,noun,9378,14.740
3276,automático,0,adj,9363,14.717
3277,creme,0,noun,9360,14.712
3278,galáxia,0,noun,9356,14.706
3279,almofada,0,noun,9343,14.685
3280,dica,0,noun,9340,14.681
3281,desgraça,0,noun,9333,14.670
3282,rim,0,noun,9330,14.665
3283,álbum,0,noun,9329,14.663
3284,sandes,0,noun,9325,14.657
3285,cúmplice,0,noun,9324,14.655
3286,gémeo,0,noun,9315,14.641
3287,ajoelhar,0,verb,9313,14.638
3288,hóspede,0,noun,9311,14.635
3289,lanterna,0,noun,9311,14.635
3290,reforma,0,noun,9309,14.632
3291,enrolar,0,verb,9303,14.622
3292,presumir,0,verb,9303,14.622
3293,encomendar,0,verb,9292,14.605
3294,estátua,0,noun,9286,14.596
3295,capacete,0,noun,9285,14.594
3296,cinquenta,0,num,9282,14.589
3297,super,0,adv,9281,14.588
3298,fechadura,0,noun,9274,14.577
3299,salvador,0,noun,9262,14.558
3300,crítico,0,adj,9256,14.549
3301,sólido,0,adj,9244,14.530
3302,vulnerável,0,adj,9237,14.519
3303,ajustar,0,verb,9232,14.511
3304,autêntico,0,adj,9231,14.509
3305,águia,0,noun,9222,14.495
3306,apuro,0,noun,9217,14.487
3307,técnico,0,noun,9215,14.484
