# Lemmas filtered out by the proper-noun/OOV heuristic.
# Sorted desc by raw count -- review to rescue any false positives.
# Truncated to entries with >= 100 occurrences: 18,749 of 251,898. The full list is written next to
# this file as *_full.txt and is not committed.
# count	lemma	cap_ratio	reason
1095	jessi	1.000	cap_ratio=1.00, oov
1095	porthos	1.000	cap_ratio=1.00, oov
1095	wilkins	1.000	cap_ratio=1.00, oov
1094	bjorn	0.987	cap_ratio=0.99, oov
1094	magneto	0.930	cap_ratio=0.93
1093	dottie	1.000	cap_ratio=1.00, oov
1092	ducky	0.999	cap_ratio=1.00, oov
1092	elton	1.000	cap_ratio=1.00, oov
1092	patrice	1.000	cap_ratio=1.00, oov
1091	ashton	1.000	cap_ratio=1.00, oov
1091	bragg	1.000	cap_ratio=1.00, oov
1090	lindbergh	1.000	cap_ratio=1.00, oov
1090	mooney	0.998	cap_ratio=1.00, oov
1090	phelps	1.000	cap_ratio=1.00, oov
1090	regi	0.920	cap_ratio=0.92
1089	madalena	0.921	cap_ratio=0.92
1089	salander	0.995	cap_ratio=1.00, oov
1088	erich	1.000	cap_ratio=1.00
1087	cecile	0.998	cap_ratio=1.00, oov
1087	corky	1.000	cap_ratio=1.00, oov
1087	johann	1.000	cap_ratio=1.00, oov
1087	wolowitz	1.000	cap_ratio=1.00, oov
1087	xina	0.991	cap_ratio=0.99, oov
1085	ludwig	0.994	cap_ratio=0.99
1085	matilda	0.990	cap_ratio=0.99, oov
1085	milk	0.947	cap_ratio=0.95, oov
1085	sunshine	0.957	cap_ratio=0.96, oov
1084	elisabeth	0.995	cap_ratio=0.99, oov
1083	mississipi	0.980	cap_ratio=0.98, oov
1083	sanderson	1.000	cap_ratio=1.00, oov
1082	winslow	1.000	cap_ratio=1.00, oov
1081	chicken	0.956	cap_ratio=0.96, oov
1081	merrill	0.993	cap_ratio=0.99, oov
1081	nba	1.000	cap_ratio=1.00
1081	sentinel	0.994	cap_ratio=0.99, oov
1081	voss	0.990	cap_ratio=0.99, oov
1080	mcfly	1.000	cap_ratio=1.00, oov
1079	moya	0.990	cap_ratio=0.99, oov
1079	shea	0.999	cap_ratio=1.00, oov
1078	arturo	1.000	cap_ratio=1.00, oov
1078	colton	1.000	cap_ratio=1.00, oov
1077	dieter	1.000	cap_ratio=1.00, oov
1077	kimble	0.990	cap_ratio=0.99, oov
1076	treadstone	1.000	cap_ratio=1.00, oov
1075	hirsch	1.000	cap_ratio=1.00, oov
1075	purcell	1.000	cap_ratio=1.00, oov
1074	camilla	0.995	cap_ratio=1.00, oov
1074	celine	1.000	cap_ratio=1.00, oov
1074	crowe	1.000	cap_ratio=1.00, oov
1073	frankfurt	0.999	cap_ratio=1.00
1073	kincaid	1.000	cap_ratio=1.00, oov
1071	aziz	0.996	cap_ratio=1.00, oov
1071	devereaux	1.000	cap_ratio=1.00, oov
1071	dorne	1.000	cap_ratio=1.00, oov
1071	frau	0.987	cap_ratio=0.99, oov
1071	thelma	0.998	cap_ratio=1.00, oov
1070	cold	0.862	cap_ratio=0.86, oov
1070	jonny	0.961	cap_ratio=0.96, oov
1069	ahrens	1.000	cap_ratio=1.00, oov
1069	philly	0.994	cap_ratio=0.99, oov
1068	líbano	0.996	cap_ratio=1.00
1068	yvette	1.000	cap_ratio=1.00, oov
1067	calleigh	1.000	cap_ratio=1.00, oov
1067	fallon	1.000	cap_ratio=1.00, oov
1067	gore	0.987	cap_ratio=0.99
1067	marisol	1.000	cap_ratio=1.00, oov
1067	quénia	1.000	cap_ratio=1.00
1066	guiné	0.979	cap_ratio=0.98
1066	kanan	1.000	cap_ratio=1.00, oov
1065	augusto	0.961	cap_ratio=0.96
1065	dastan	1.000	cap_ratio=1.00, oov
1065	fair	0.904	cap_ratio=0.90, oov
1064	beowulf	0.996	cap_ratio=1.00, oov
1064	lyra	1.000	cap_ratio=1.00, oov
1063	cochran	1.000	cap_ratio=1.00, oov
1061	delphine	1.000	cap_ratio=1.00, oov
1061	griff	0.987	cap_ratio=0.99, oov
1061	gunnar	1.000	cap_ratio=1.00, oov
1061	iceman	0.999	cap_ratio=1.00, oov
1061	letty	0.994	cap_ratio=0.99, oov
1060	huey	0.998	cap_ratio=1.00, oov
1060	jacqueline	1.000	cap_ratio=1.00, oov
1059	borden	1.000	cap_ratio=1.00, oov
1059	pavel	1.000	cap_ratio=1.00, oov
1058	augustine	1.000	cap_ratio=1.00, oov
1058	fuhrer	0.976	cap_ratio=0.98, oov
1058	rahul	1.000	cap_ratio=1.00, oov
1058	satã	0.943	cap_ratio=0.94
1057	verone	1.000	cap_ratio=1.00, oov
1056	emery	1.000	cap_ratio=1.00, oov
1056	gustavo	0.995	cap_ratio=0.99
1054	andi	0.997	cap_ratio=1.00, oov
1054	international	0.954	cap_ratio=0.95, oov
1054	patrícia	0.977	cap_ratio=0.98
1054	tig	0.990	cap_ratio=0.99, oov
1053	clair	0.996	cap_ratio=1.00, oov
1053	gould	1.000	cap_ratio=1.00, oov
1053	volvo	0.930	cap_ratio=0.93
1052	atticus	1.000	cap_ratio=1.00, oov
1052	frederic	1.000	cap_ratio=1.00, oov
1052	hooper	1.000	cap_ratio=1.00, oov
1052	tancredi	0.991	cap_ratio=0.99, oov
1052	zia	0.993	cap_ratio=0.99, oov
1051	moneypenny	1.000	cap_ratio=1.00, oov
1051	reginald	1.000	cap_ratio=1.00, oov
1051	richardson	1.000	cap_ratio=1.00
1051	zorro	0.967	cap_ratio=0.97
1050	aron	0.996	cap_ratio=1.00, oov
1050	austen	0.996	cap_ratio=1.00, oov
1050	dario	1.000	cap_ratio=1.00
1050	heat	0.953	cap_ratio=0.95, oov
1050	snyder	1.000	cap_ratio=1.00, oov
1049	burbank	0.999	cap_ratio=1.00, oov
1049	khalid	0.999	cap_ratio=1.00, oov
1048	yoko	0.999	cap_ratio=1.00, oov
1047	geronimo	1.000	cap_ratio=1.00, oov
1047	morrow	1.000	cap_ratio=1.00, oov
1047	quintus	1.000	cap_ratio=1.00, oov
1046	iggy	1.000	cap_ratio=1.00, oov
1046	tillman	1.000	cap_ratio=1.00, oov
1045	chopper	0.885	cap_ratio=0.88, oov
1045	cruise	0.936	cap_ratio=0.94, oov
1045	moreau	1.000	cap_ratio=1.00, oov
1045	nim	0.972	cap_ratio=0.97, oov
1044	french	0.994	cap_ratio=0.99, oov
1044	icarus	1.000	cap_ratio=1.00, oov
1044	mccall	0.998	cap_ratio=1.00, oov
1044	nfl	1.000	cap_ratio=1.00, oov
1044	rizzo	1.000	cap_ratio=1.00, oov
1044	scatman	1.000	cap_ratio=1.00, oov
1043	aram	0.942	cap_ratio=0.94
1042	kaos	0.998	cap_ratio=1.00, oov
1042	momma	0.988	cap_ratio=0.99, oov
1042	prometheus	1.000	cap_ratio=1.00, oov
1042	x-men	1.000	cap_ratio=1.00, oov
1041	kingsley	1.000	cap_ratio=1.00, oov
1041	mahone	0.991	cap_ratio=0.99, oov
1040	chun	0.995	cap_ratio=0.99, oov
1040	fergus	1.000	cap_ratio=1.00, oov
1040	macbeth	1.000	cap_ratio=1.00, oov
1040	patch	0.868	cap_ratio=0.87, oov
1040	petrelli	1.000	cap_ratio=1.00, oov
1040	raphael	1.000	cap_ratio=1.00, oov
1039	marcia	0.999	cap_ratio=1.00, oov
1039	mckenna	1.000	cap_ratio=1.00, oov
1039	ridley	1.000	cap_ratio=1.00, oov
1038	arkon	0.995	cap_ratio=0.99, oov
1038	irwin	0.998	cap_ratio=1.00, oov
1038	mycroft	1.000	cap_ratio=1.00, oov
1038	rosco	0.983	cap_ratio=0.98
1038	siegfried	1.000	cap_ratio=1.00
1037	cassius	0.994	cap_ratio=0.99, oov
1037	lorelei	0.999	cap_ratio=1.00, oov
1036	aspen	0.995	cap_ratio=0.99, oov
1036	banning	1.000	cap_ratio=1.00, oov
1036	mathison	1.000	cap_ratio=1.00, oov
1036	moretti	1.000	cap_ratio=1.00, oov
1036	selina	1.000	cap_ratio=1.00, oov
1035	davidson	1.000	cap_ratio=1.00
1034	blanca	0.938	cap_ratio=0.94, oov
1033	hartley	0.996	cap_ratio=1.00, oov
1033	mann	0.999	cap_ratio=1.00, oov
1032	shapiro	1.000	cap_ratio=1.00
1031	bashir	0.997	cap_ratio=1.00, oov
1031	helsing	0.999	cap_ratio=1.00, oov
1031	lauda	0.996	cap_ratio=1.00, oov
1031	syracuse	0.990	cap_ratio=0.99, oov
1030	guatemala	0.991	cap_ratio=0.99
1030	jeanette	1.000	cap_ratio=1.00, oov
1029	tozz	0.924	cap_ratio=0.92, oov
1029	uci	1.000	cap_ratio=1.00, oov
1028	drago	0.981	cap_ratio=0.98
1027	egan	1.000	cap_ratio=1.00, oov
1027	siobhan	1.000	cap_ratio=1.00, oov
1027	warwick	1.000	cap_ratio=1.00, oov
1026	alfonso	0.997	cap_ratio=1.00, oov
1026	chekov	1.000	cap_ratio=1.00, oov
1026	fulcrum	1.000	cap_ratio=1.00, oov
1026	severide	1.000	cap_ratio=1.00, oov
1026	vivien	1.000	cap_ratio=1.00, oov
1025	enid	1.000	cap_ratio=1.00, oov
1024	duff	0.999	cap_ratio=1.00, oov
1023	zelena	1.000	cap_ratio=1.00, oov
1022	navarro	0.991	cap_ratio=0.99
1021	circle	0.984	cap_ratio=0.98, oov
1021	johnston	1.000	cap_ratio=1.00, oov
1021	murdoch	1.000	cap_ratio=1.00, oov
1021	vassili	0.997	cap_ratio=1.00, oov
1021	watkins	1.000	cap_ratio=1.00, oov
1021	weber	0.998	cap_ratio=1.00
1020	alfie	0.996	cap_ratio=1.00, oov
1020	bowie	0.999	cap_ratio=1.00, oov
1020	connelly	1.000	cap_ratio=1.00, oov
1020	dirty	0.928	cap_ratio=0.93, oov
1020	lea	0.979	cap_ratio=0.98, oov
1020	magic	0.940	cap_ratio=0.94, oov
1020	schwartz	1.000	cap_ratio=1.00, oov
1020	teseu	1.000	cap_ratio=1.00
1019	merrick	1.000	cap_ratio=1.00, oov
1019	odie	0.997	cap_ratio=1.00, oov
1019	pilatos	0.991	cap_ratio=0.99
1018	friedrich	1.000	cap_ratio=1.00, oov
1017	jeová	0.995	cap_ratio=1.00
1017	maui	0.999	cap_ratio=1.00, oov
1015	baird	1.000	cap_ratio=1.00, oov
1015	burgundy	0.993	cap_ratio=0.99, oov
1015	ortega	1.000	cap_ratio=1.00
1015	padmé	1.000	cap_ratio=1.00, oov
1014	cape	0.989	cap_ratio=0.99
1014	hungria	1.000	cap_ratio=1.00
1013	bellick	0.995	cap_ratio=1.00, oov
1013	cedar	0.999	cap_ratio=1.00, oov
1013	chesapeake	1.000	cap_ratio=1.00, oov
1012	geller	1.000	cap_ratio=1.00, oov
1012	rockefeller	0.997	cap_ratio=1.00
1011	moose	0.995	cap_ratio=0.99, oov
1009	constantine	0.992	cap_ratio=0.99, oov
1009	jacksonville	0.999	cap_ratio=1.00, oov
1009	marin	0.999	cap_ratio=1.00, oov
1009	oscorp	1.000	cap_ratio=1.00, oov
1008	carole	1.000	cap_ratio=1.00, oov
1008	eloise	0.995	cap_ratio=1.00, oov
1008	malásia	0.977	cap_ratio=0.98
1008	parkman	0.998	cap_ratio=1.00, oov
1008	steiner	1.000	cap_ratio=1.00, oov
1007	quixote	1.000	cap_ratio=1.00
1007	water	0.854	cap_ratio=0.85, oov
1006	gália	0.996	cap_ratio=1.00
1006	ilsa	1.000	cap_ratio=1.00, oov
1005	elisa	0.992	cap_ratio=0.99
1005	henrietta	1.000	cap_ratio=1.00, oov
1004	chamberlain	1.000	cap_ratio=1.00, oov
1004	klan	0.980	cap_ratio=0.98, oov
1002	fräulein	0.913	cap_ratio=0.91, oov
1001	birmingham	1.000	cap_ratio=1.00, oov
1001	félix	0.997	cap_ratio=1.00
1001	himalaia	0.969	cap_ratio=0.97
1000	carpenter	0.997	cap_ratio=1.00, oov
1000	college	0.984	cap_ratio=0.98
1000	wilma	0.993	cap_ratio=0.99, oov
1000	xi	0.938	cap_ratio=0.94
999	alana	1.000	cap_ratio=1.00, oov
999	ange	0.995	cap_ratio=1.00, oov
999	fausto	0.968	cap_ratio=0.97
999	hermes	1.000	cap_ratio=1.00
999	kale	0.944	cap_ratio=0.94, oov
999	rosewood	1.000	cap_ratio=1.00, oov
999	xanax	0.969	cap_ratio=0.97, oov
998	piccolo	0.956	cap_ratio=0.96, oov
998	softcopi	1.000	cap_ratio=1.00, oov
997	avalon	0.998	cap_ratio=1.00, oov
997	kitchen	0.980	cap_ratio=0.98, oov
996	janus	0.992	cap_ratio=0.99
996	kingston	1.000	cap_ratio=1.00, oov
996	niklaus	1.000	cap_ratio=1.00, oov
996	shanti	0.946	cap_ratio=0.95, oov
995	mohammed	1.000	cap_ratio=1.00, oov
995	seamus	1.000	cap_ratio=1.00, oov
994	goose	0.990	cap_ratio=0.99, oov
994	meeks	1.000	cap_ratio=1.00, oov
994	pryce	0.999	cap_ratio=1.00, oov
993	alphonse	0.999	cap_ratio=1.00, oov
993	crab	0.990	cap_ratio=0.99, oov
993	zedd	1.000	cap_ratio=1.00, oov
992	bobbi	0.999	cap_ratio=1.00, oov
992	ftl	1.000	cap_ratio=1.00, oov
992	security	0.982	cap_ratio=0.98, oov
992	shorty	0.985	cap_ratio=0.98, oov
990	crockett	1.000	cap_ratio=1.00, oov
990	gun	0.901	cap_ratio=0.90, oov
990	velma	0.998	cap_ratio=1.00, oov
989	manolo	0.988	cap_ratio=0.99, oov
989	seinfeld	0.996	cap_ratio=1.00, oov
988	excalibur	0.994	cap_ratio=0.99, oov
988	falcon	0.998	cap_ratio=1.00, oov
988	janeway	1.000	cap_ratio=1.00, oov
988	juni	0.973	cap_ratio=0.97, oov
988	rachael	1.000	cap_ratio=1.00, oov
987	cochise	0.996	cap_ratio=1.00, oov
987	tolson	1.000	cap_ratio=1.00, oov
986	barclay	0.999	cap_ratio=1.00, oov
986	bosco	1.000	cap_ratio=1.00, oov
986	farnsworth	1.000	cap_ratio=1.00, oov
986	magazine	0.903	cap_ratio=0.90
986	mtv	0.992	cap_ratio=0.99, oov
985	mcbride	1.000	cap_ratio=1.00, oov
985	raja	0.960	cap_ratio=0.96, oov
984	steel	0.963	cap_ratio=0.96, oov
983	bowen	1.000	cap_ratio=1.00, oov
983	niko	0.996	cap_ratio=1.00, oov
982	ramsés	1.000	cap_ratio=1.00
981	mcdonald	1.000	cap_ratio=1.00, oov
981	wonka	0.998	cap_ratio=1.00, oov
980	pheebs	0.997	cap_ratio=1.00, oov
980	ravi	0.997	cap_ratio=1.00, oov
980	rosalie	1.000	cap_ratio=1.00, oov
980	roswell	1.000	cap_ratio=1.00, oov
979	mouse	0.912	cap_ratio=0.91, oov
979	rorschach	1.000	cap_ratio=1.00, oov
978	nakamura	1.000	cap_ratio=1.00, oov
978	ulisses	0.997	cap_ratio=1.00
977	gallo	0.983	cap_ratio=0.98, oov
977	jordânia	1.000	cap_ratio=1.00
977	keane	0.998	cap_ratio=1.00, oov
977	krueger	1.000	cap_ratio=1.00, oov
977	pooh	0.968	cap_ratio=0.97, oov
976	annabel	1.000	cap_ratio=1.00, oov
976	cid	0.976	cap_ratio=0.98
976	lj	0.980	cap_ratio=0.98, oov
976	quill	0.999	cap_ratio=1.00, oov
976	raquel	0.992	cap_ratio=0.99
975	berman	1.000	cap_ratio=1.00, oov
975	creasy	1.000	cap_ratio=1.00, oov
975	guillermo	0.999	cap_ratio=1.00, oov
975	hd	0.991	cap_ratio=0.99, oov
975	rider	0.949	cap_ratio=0.95, oov
974	teerão	1.000	cap_ratio=1.00
973	anastasia	0.998	cap_ratio=1.00, oov
973	colette	0.997	cap_ratio=1.00, oov
973	cy	0.995	cap_ratio=0.99, oov
972	atwood	1.000	cap_ratio=1.00, oov
972	margaux	1.000	cap_ratio=1.00, oov
972	maroni	1.000	cap_ratio=1.00, oov
972	smiley	0.898	cap_ratio=0.90, oov
972	vane	1.000	cap_ratio=1.00, oov
971	bugsy	0.977	cap_ratio=0.98, oov
971	misty	1.000	cap_ratio=1.00, oov
971	providence	1.000	cap_ratio=1.00, oov
971	tracey	1.000	cap_ratio=1.00, oov
970	fuentes	0.996	cap_ratio=1.00, oov
970	ignacio	1.000	cap_ratio=1.00, oov
970	marmaduke	1.000	cap_ratio=1.00, oov
970	superiora	0.869	cap_ratio=0.87
969	jolly	0.982	cap_ratio=0.98, oov
968	brahms	1.000	cap_ratio=1.00
968	forster	1.000	cap_ratio=1.00, oov
968	scar	0.921	cap_ratio=0.92, oov
968	wexler	1.000	cap_ratio=1.00, oov
967	loeb	1.000	cap_ratio=1.00, oov
967	whitehall	1.000	cap_ratio=1.00, oov
966	chechénia	0.995	cap_ratio=0.99, oov
966	gianni	0.998	cap_ratio=1.00, oov
966	kaiser	0.961	cap_ratio=0.96, oov
966	medina	0.997	cap_ratio=1.00
966	tullius	1.000	cap_ratio=1.00, oov
965	fiji	1.000	cap_ratio=1.00
965	iémen	1.000	cap_ratio=1.00, oov
965	riverside	1.000	cap_ratio=1.00, oov
964	clarissa	1.000	cap_ratio=1.00
964	jeanie	1.000	cap_ratio=1.00, oov
964	joaquin	1.000	cap_ratio=1.00, oov
963	cleo	0.978	cap_ratio=0.98, oov
963	muad'dib	1.000	cap_ratio=1.00, oov
963	myrtle	1.000	cap_ratio=1.00, oov
963	saigão	0.999	cap_ratio=1.00, oov
962	brand	0.978	cap_ratio=0.98, oov
962	líbia	0.971	cap_ratio=0.97
962	mayfield	1.000	cap_ratio=1.00, oov
962	townsend	1.000	cap_ratio=1.00, oov
962	yusuf	1.000	cap_ratio=1.00, oov
961	bern	0.993	cap_ratio=0.99, oov
961	huo	0.989	cap_ratio=0.99, oov
961	marquez	1.000	cap_ratio=1.00, oov
961	tiny	0.988	cap_ratio=0.99, oov
960	sforza	0.991	cap_ratio=0.99, oov
959	alden	0.999	cap_ratio=1.00, oov
959	chu	0.956	cap_ratio=0.96, oov
959	shark	0.974	cap_ratio=0.97, oov
959	sunday	0.987	cap_ratio=0.99, oov
959	wiley	1.000	cap_ratio=1.00, oov
958	diggle	0.999	cap_ratio=1.00, oov
958	gertrude	0.999	cap_ratio=1.00, oov
958	uhura	1.000	cap_ratio=1.00, oov
957	glasgow	0.998	cap_ratio=1.00
957	hobbes	1.000	cap_ratio=1.00
957	palermo	0.978	cap_ratio=0.98
957	priscilla	0.991	cap_ratio=0.99, oov
956	bangkok	0.998	cap_ratio=1.00, oov
956	dubois	1.000	cap_ratio=1.00, oov
956	krista	1.000	cap_ratio=1.00, oov
956	linderman	0.998	cap_ratio=1.00, oov
956	lourdes	1.000	cap_ratio=1.00, oov
955	blaze	0.994	cap_ratio=0.99, oov
955	kessler	1.000	cap_ratio=1.00, oov
955	kimber	0.993	cap_ratio=0.99, oov
954	haskell	1.000	cap_ratio=1.00, oov
954	neelix	1.000	cap_ratio=1.00, oov
950	copenhaga	0.998	cap_ratio=1.00
950	crusoe	1.000	cap_ratio=1.00, oov
950	glock	0.987	cap_ratio=0.99, oov
950	hiv	0.992	cap_ratio=0.99, oov
950	nance	1.000	cap_ratio=1.00, oov
949	coney	0.998	cap_ratio=1.00, oov
949	tusk	1.000	cap_ratio=1.00, oov
948	macarthur	1.000	cap_ratio=1.00, oov
947	pippin	1.000	cap_ratio=1.00, oov
947	wilhelm	0.993	cap_ratio=0.99, oov
946	arrakis	0.999	cap_ratio=1.00, oov
946	gant	1.000	cap_ratio=1.00, oov
945	cabot	1.000	cap_ratio=1.00, oov
945	lakers	0.992	cap_ratio=0.99, oov
945	lomax	1.000	cap_ratio=1.00, oov
945	morelli	1.000	cap_ratio=1.00, oov
945	prison	0.955	cap_ratio=0.95, oov
945	wen	0.990	cap_ratio=0.99, oov
944	jodi	1.000	cap_ratio=1.00, oov
943	mcguire	1.000	cap_ratio=1.00, oov
943	mrdrugfree	1.000	cap_ratio=1.00, oov
942	amon	0.996	cap_ratio=1.00, oov
942	blu	0.980	cap_ratio=0.98, oov
942	grinch	0.976	cap_ratio=0.98, oov
941	paulson	1.000	cap_ratio=1.00, oov
941	smitty	1.000	cap_ratio=1.00, oov
941	trina	0.997	cap_ratio=1.00
940	gilmore	0.994	cap_ratio=0.99, oov
940	three	0.871	cap_ratio=0.87, oov
940	ultron	1.000	cap_ratio=1.00, oov
939	amidala	0.998	cap_ratio=1.00, oov
939	kraken	0.949	cap_ratio=0.95, oov
938	ezekiel	1.000	cap_ratio=1.00, oov
938	macau	0.998	cap_ratio=1.00
937	wilde	0.991	cap_ratio=0.99
936	caim	1.000	cap_ratio=1.00
936	clem	1.000	cap_ratio=1.00, oov
936	falco	0.999	cap_ratio=1.00, oov
936	lau	0.994	cap_ratio=0.99, oov
936	selena	0.995	cap_ratio=0.99, oov
935	niagara	1.000	cap_ratio=1.00, oov
935	seul	0.981	cap_ratio=0.98
934	nightingale	0.995	cap_ratio=0.99, oov
933	riviera	0.995	cap_ratio=1.00
932	cove	0.991	cap_ratio=0.99, oov
932	honda	0.979	cap_ratio=0.98, oov
932	howe	1.000	cap_ratio=1.00, oov
932	jinx	0.997	cap_ratio=1.00, oov
932	skinny	0.935	cap_ratio=0.93, oov
932	wilbur	0.999	cap_ratio=1.00, oov
931	altman	1.000	cap_ratio=1.00, oov
931	bash	0.978	cap_ratio=0.98, oov
931	dupree	1.000	cap_ratio=1.00, oov
931	elektra	0.967	cap_ratio=0.97, oov
931	faa	0.980	cap_ratio=0.98, oov
931	salinger	1.000	cap_ratio=1.00, oov
930	ahmad	1.000	cap_ratio=1.00, oov
930	trenton	0.999	cap_ratio=1.00, oov
929	caracas	0.889	cap_ratio=0.89, oov
929	forman	1.000	cap_ratio=1.00, oov
929	lindy	0.978	cap_ratio=0.98, oov
929	ryu	0.984	cap_ratio=0.98, oov
928	greyjoy	1.000	cap_ratio=1.00, oov
928	lando	0.997	cap_ratio=1.00, oov
928	skipper	0.997	cap_ratio=1.00, oov
927	farley	0.996	cap_ratio=1.00, oov
927	rollo	0.986	cap_ratio=0.99, oov
927	thorpe	1.000	cap_ratio=1.00, oov
926	monet	1.000	cap_ratio=1.00, oov
926	mário	0.998	cap_ratio=1.00
926	neptuno	0.996	cap_ratio=1.00
925	eureka	0.924	cap_ratio=0.92, oov
925	maomé	0.998	cap_ratio=1.00
925	maxim	1.000	cap_ratio=1.00, oov
925	steadman	1.000	cap_ratio=1.00, oov
923	forge	0.994	cap_ratio=0.99, oov
923	hornet	1.000	cap_ratio=1.00, oov
921	santana	0.993	cap_ratio=0.99
920	sanjay	1.000	cap_ratio=1.00, oov
919	dicky	0.995	cap_ratio=1.00, oov
918	doreen	1.000	cap_ratio=1.00, oov
918	rochester	1.000	cap_ratio=1.00, oov
918	scarface	0.991	cap_ratio=0.99, oov
916	fong	0.983	cap_ratio=0.98, oov
916	soze	1.000	cap_ratio=1.00, oov
915	chon	0.993	cap_ratio=0.99, oov
915	doom	0.968	cap_ratio=0.97, oov
915	hightower	1.000	cap_ratio=1.00, oov
915	valentino	0.996	cap_ratio=1.00
914	bali	0.992	cap_ratio=0.99
914	eldridge	1.000	cap_ratio=1.00, oov
914	maxie	1.000	cap_ratio=1.00, oov
914	solonius	1.000	cap_ratio=1.00, oov
914	vorenus	1.000	cap_ratio=1.00, oov
914	yorkshire	0.990	cap_ratio=0.99
913	judá	1.000	cap_ratio=1.00
913	lothbrok	1.000	cap_ratio=1.00, oov
913	ope	0.997	cap_ratio=1.00, oov
912	amara	0.915	cap_ratio=0.91
912	loras	1.000	cap_ratio=1.00, oov
911	ahab	0.991	cap_ratio=0.99, oov
911	barrabás	0.998	cap_ratio=1.00
911	conners	0.999	cap_ratio=1.00, oov
911	oil	0.972	cap_ratio=0.97, oov
911	superman	0.987	cap_ratio=0.99, oov
910	birmânia	1.000	cap_ratio=1.00
910	eastwood	1.000	cap_ratio=1.00
910	reaper	0.972	cap_ratio=0.97, oov
909	bertram	1.000	cap_ratio=1.00, oov
909	jacky	1.000	cap_ratio=1.00, oov
909	raleigh	1.000	cap_ratio=1.00, oov
909	shaft	0.996	cap_ratio=1.00, oov
909	spector	1.000	cap_ratio=1.00, oov
909	tahoe	1.000	cap_ratio=1.00, oov
908	daedalus	1.000	cap_ratio=1.00, oov
908	fluffy	0.976	cap_ratio=0.98, oov
908	lázaro	0.992	cap_ratio=0.99
908	roz	1.000	cap_ratio=1.00, oov
908	self	0.971	cap_ratio=0.97, oov
908	taiwan	0.999	cap_ratio=1.00
907	belém	0.992	cap_ratio=0.99
907	gretel	1.000	cap_ratio=1.00, oov
907	i'll	0.973	cap_ratio=0.97, oov
907	lab	0.899	cap_ratio=0.90, oov
907	rapunzel	0.984	cap_ratio=0.98, oov
906	argélia	0.988	cap_ratio=0.99
906	cade	0.961	cap_ratio=0.96, oov
906	walking	0.919	cap_ratio=0.92, oov
906	zorin	0.994	cap_ratio=0.99, oov
905	cardiff	1.000	cap_ratio=1.00, oov
905	gogol	0.996	cap_ratio=1.00, oov
905	gonzalez	0.996	cap_ratio=1.00, oov
905	louvre	0.996	cap_ratio=1.00
905	nik	0.989	cap_ratio=0.99, oov
905	paulette	1.000	cap_ratio=1.00, oov
905	swanson	1.000	cap_ratio=1.00, oov
905	yan	0.992	cap_ratio=0.99, oov
904	apophis	0.999	cap_ratio=1.00, oov
904	pompeu	1.000	cap_ratio=1.00
903	downey	0.995	cap_ratio=0.99, oov
903	nike	0.990	cap_ratio=0.99, oov
902	beckman	1.000	cap_ratio=1.00, oov
902	brandi	0.967	cap_ratio=0.97
902	nic	0.988	cap_ratio=0.99, oov
902	sansão	0.998	cap_ratio=1.00
901	kol	0.988	cap_ratio=0.99, oov
900	benito	0.997	cap_ratio=1.00, oov
900	bradshaw	0.998	cap_ratio=1.00, oov
900	dufresne	1.000	cap_ratio=1.00, oov
900	hess	0.999	cap_ratio=1.00
900	highland	0.999	cap_ratio=1.00, oov
900	kylie	1.000	cap_ratio=1.00, oov
900	poppins	0.997	cap_ratio=1.00, oov
900	theta	0.898	cap_ratio=0.90, oov
899	building	0.960	cap_ratio=0.96, oov
899	emir	0.884	cap_ratio=0.88
899	judd	1.000	cap_ratio=1.00, oov
899	sanford	1.000	cap_ratio=1.00, oov
898	darla	1.000	cap_ratio=1.00, oov
898	franky	1.000	cap_ratio=1.00, oov
898	marlowe	1.000	cap_ratio=1.00, oov
898	meereen	1.000	cap_ratio=1.00, oov
898	wonder	0.936	cap_ratio=0.94, oov
897	cunningham	1.000	cap_ratio=1.00, oov
897	ralphie	0.998	cap_ratio=1.00, oov
897	thierry	1.000	cap_ratio=1.00, oov
897	willoughby	1.000	cap_ratio=1.00, oov
896	aeryn	1.000	cap_ratio=1.00, oov
896	deke	1.000	cap_ratio=1.00, oov
896	ewing	0.999	cap_ratio=1.00, oov
896	huntington	0.998	cap_ratio=1.00, oov
896	liang	1.000	cap_ratio=1.00, oov
896	subtitulação	1.000	cap_ratio=1.00, oov
895	macdonald	1.000	cap_ratio=1.00, oov
895	moreira	1.000	cap_ratio=1.00
895	ripped	0.937	cap_ratio=0.94, oov
895	zee	0.885	cap_ratio=0.89, oov
894	boog	1.000	cap_ratio=1.00, oov
894	fresno	0.988	cap_ratio=0.99, oov
893	constantinopla	1.000	cap_ratio=1.00
893	forrester	0.990	cap_ratio=0.99, oov
893	guinevere	1.000	cap_ratio=1.00, oov
893	parish	0.995	cap_ratio=1.00, oov
892	etiópia	1.000	cap_ratio=1.00
892	forest	0.992	cap_ratio=0.99, oov
892	ozzy	1.000	cap_ratio=1.00, oov
892	volm	0.998	cap_ratio=1.00, oov
892	waldo	0.994	cap_ratio=0.99, oov
891	garber	1.000	cap_ratio=1.00, oov
891	gru	0.995	cap_ratio=1.00, oov
891	northman	1.000	cap_ratio=1.00, oov
891	roan	0.992	cap_ratio=0.99, oov
891	waller	0.999	cap_ratio=1.00, oov
