# Lemmas filtered out by the proper-noun/OOV heuristic.
# Sorted desc by raw count -- review to rescue any false positives.
# count	lemma	cap_ratio	reason
48	arv	0.938	cap_ratio=0.94, oov
48	aska	1.000	cap_ratio=1.00, oov
48	assjuice	1.000	cap_ratio=1.00, oov
48	atheon	1.000	cap_ratio=1.00, oov
48	aubagne	1.000	cap_ratio=1.00, oov
48	babeson	1.000	cap_ratio=1.00, oov
48	babil	1.000	cap_ratio=1.00, oov
48	badrinath	1.000	cap_ratio=1.00, oov
48	balbo	1.000	cap_ratio=1.00, oov
48	bandhu	1.000	cap_ratio=1.00, oov
48	barnabás	1.000	cap_ratio=1.00, oov
48	beamis	1.000	cap_ratio=1.00, oov
48	beckner	1.000	cap_ratio=1.00, oov
48	behçet	1.000	cap_ratio=1.00, oov
48	beijoquicis	1.000	cap_ratio=1.00, oov
48	belcheck	1.000	cap_ratio=1.00, oov
48	belerephon	1.000	cap_ratio=1.00, oov
48	belzer	1.000	cap_ratio=1.00, oov
48	bem-vlndos	1.000	cap_ratio=1.00, oov
48	benezet	1.000	cap_ratio=1.00, oov
48	bengasi	1.000	cap_ratio=1.00, oov
48	beware	0.930	cap_ratio=0.93, oov
48	bicke	1.000	cap_ratio=1.00, oov
48	bilbatua	1.000	cap_ratio=1.00, oov
48	billyboy	1.000	cap_ratio=1.00, oov
48	bizâncio	1.000	cap_ratio=1.00, oov
48	blahnik	1.000	cap_ratio=1.00, oov
48	blasanov	1.000	cap_ratio=1.00, oov
48	blasco	1.000	cap_ratio=1.00, oov
48	bletch	1.000	cap_ratio=1.00, oov
48	bloodfire	1.000	cap_ratio=1.00, oov
48	bohemian	0.907	cap_ratio=0.91, oov
48	bompensiero	1.000	cap_ratio=1.00, oov
48	boovs	1.000	cap_ratio=1.00, oov
48	boutwell	1.000	cap_ratio=1.00, oov
48	bowdoin	1.000	cap_ratio=1.00, oov
48	bransford	1.000	cap_ratio=1.00, oov
48	budgie	1.000	cap_ratio=1.00, oov
48	bullen	1.000	cap_ratio=1.00, oov
48	bundsch	1.000	cap_ratio=1.00, oov
48	calexico	1.000	cap_ratio=1.00, oov
48	camdem	1.000	cap_ratio=1.00, oov
48	camellia	1.000	cap_ratio=1.00, oov
48	cazador	0.932	cap_ratio=0.93, oov
48	cefalónia	1.000	cap_ratio=1.00, oov
48	celliers	1.000	cap_ratio=1.00, oov
48	cerdan	1.000	cap_ratio=1.00, oov
48	ceressus	1.000	cap_ratio=1.00, oov
48	cgy	1.000	cap_ratio=1.00, oov
48	chacón	1.000	cap_ratio=1.00, oov
48	chae-hee	1.000	cap_ratio=1.00, oov
48	chang-yi	1.000	cap_ratio=1.00, oov
48	chimney	1.000	cap_ratio=1.00, oov
48	chook	1.000	cap_ratio=1.00, oov
48	chyornaya	1.000	cap_ratio=1.00, oov
48	cindereii	1.000	cap_ratio=1.00, oov
48	claressa	1.000	cap_ratio=1.00, oov
48	claxton	1.000	cap_ratio=1.00, oov
48	cliffside	1.000	cap_ratio=1.00, oov
48	colotto	1.000	cap_ratio=1.00, oov
48	compagna	1.000	cap_ratio=1.00, oov
48	condello	1.000	cap_ratio=1.00, oov
48	connquest	1.000	cap_ratio=1.00, oov
48	conways	1.000	cap_ratio=1.00, oov
48	cornwaiiis	1.000	cap_ratio=1.00, oov
48	cotner	1.000	cap_ratio=1.00, oov
48	cotwell	1.000	cap_ratio=1.00, oov
48	courge	1.000	cap_ratio=1.00, oov
48	creb	1.000	cap_ratio=1.00, oov
48	crossfire	0.971	cap_ratio=0.97, oov
48	crypt	1.000	cap_ratio=1.00, oov
48	crépuscule	1.000	cap_ratio=1.00, oov
48	curtzman	1.000	cap_ratio=1.00, oov
48	cybill	1.000	cap_ratio=1.00, oov
48	cyden	1.000	cap_ratio=1.00, oov
48	cyr	1.000	cap_ratio=1.00, oov
48	daai	1.000	cap_ratio=1.00, oov
48	daggerhorn	1.000	cap_ratio=1.00, oov
48	danielino	1.000	cap_ratio=1.00, oov
48	dantana	1.000	cap_ratio=1.00, oov
48	ddj	1.000	cap_ratio=1.00, oov
48	deez	1.000	cap_ratio=1.00, oov
48	defante	1.000	cap_ratio=1.00, oov
48	delauer	1.000	cap_ratio=1.00, oov
48	deloup	1.000	cap_ratio=1.00, oov
48	desplanetizador	0.950	cap_ratio=0.95, oov
48	dessalines	1.000	cap_ratio=1.00, oov
48	detritus	1.000	cap_ratio=1.00, oov
48	dewall	0.951	cap_ratio=0.95, oov
48	dieyi	1.000	cap_ratio=1.00, oov
48	dilmouth	1.000	cap_ratio=1.00, oov
48	dmx	1.000	cap_ratio=1.00, oov
48	dobrynin	1.000	cap_ratio=1.00, oov
48	donaka	1.000	cap_ratio=1.00, oov
48	dsc	1.000	cap_ratio=1.00, oov
48	duchamps	1.000	cap_ratio=1.00, oov
48	duke's	1.000	cap_ratio=1.00, oov
48	dukeman	1.000	cap_ratio=1.00, oov
48	dulcy	1.000	cap_ratio=1.00, oov
48	dumare	1.000	cap_ratio=1.00, oov
48	duneagle	1.000	cap_ratio=1.00, oov
48	dutchy	1.000	cap_ratio=1.00, oov
48	e-type	0.979	cap_ratio=0.98, oov
48	eadred	1.000	cap_ratio=1.00, oov
48	eager	0.977	cap_ratio=0.98, oov
48	edric	1.000	cap_ratio=1.00, oov
48	eels	1.000	cap_ratio=1.00, oov
48	eighth	0.978	cap_ratio=0.98, oov
48	encil	1.000	cap_ratio=1.00, oov
48	enéas	1.000	cap_ratio=1.00, oov
48	eula	1.000	cap_ratio=1.00, oov
48	fabbretti	1.000	cap_ratio=1.00, oov
48	fairvale	1.000	cap_ratio=1.00, oov
48	feafan	1.000	cap_ratio=1.00, oov
48	federation	1.000	cap_ratio=1.00, oov
48	finelli	1.000	cap_ratio=1.00, oov
48	firlock	1.000	cap_ratio=1.00, oov
48	flatow	1.000	cap_ratio=1.00, oov
48	fleeter	1.000	cap_ratio=1.00, oov
48	flossie	1.000	cap_ratio=1.00, oov
48	folken-sama	1.000	cap_ratio=1.00, oov
48	folliat	1.000	cap_ratio=1.00, oov
48	fortimbrás	1.000	cap_ratio=1.00, oov
48	foursquare	1.000	cap_ratio=1.00, oov
48	fowl	1.000	cap_ratio=1.00, oov
48	foxtail	1.000	cap_ratio=1.00, oov
48	friedinger	1.000	cap_ratio=1.00, oov
48	froley	1.000	cap_ratio=1.00, oov
48	frédéric	1.000	cap_ratio=1.00, oov
48	fünke	1.000	cap_ratio=1.00, oov
48	gambardella	1.000	cap_ratio=1.00, oov
48	ganali	1.000	cap_ratio=1.00, oov
48	garang	1.000	cap_ratio=1.00, oov
48	garcetti	1.000	cap_ratio=1.00, oov
48	gargolov	1.000	cap_ratio=1.00, oov
48	garoux	1.000	cap_ratio=1.00, oov
48	garpe	1.000	cap_ratio=1.00, oov
48	gazzola's	1.000	cap_ratio=1.00, oov
48	geel	1.000	cap_ratio=1.00, oov
48	geitman	1.000	cap_ratio=1.00, oov
48	gibbon	1.000	cap_ratio=1.00, oov
48	glamis	1.000	cap_ratio=1.00, oov
48	goodhue	1.000	cap_ratio=1.00, oov
48	goosey	1.000	cap_ratio=1.00, oov
48	gorham	1.000	cap_ratio=1.00, oov
48	greytrade	1.000	cap_ratio=1.00, oov
48	gricha	1.000	cap_ratio=1.00, oov
48	gridiron	0.917	cap_ratio=0.92, oov
48	grimsrud	1.000	cap_ratio=1.00, oov
48	grobet	1.000	cap_ratio=1.00, oov
48	grosnay	1.000	cap_ratio=1.00, oov
48	grounds	0.979	cap_ratio=0.98, oov
48	gtf	1.000	cap_ratio=1.00, oov
48	guffey	1.000	cap_ratio=1.00, oov
48	guiga	1.000	cap_ratio=1.00, oov
48	gulybin	1.000	cap_ratio=1.00, oov
48	guth	1.000	cap_ratio=1.00, oov
48	gyeongchul	1.000	cap_ratio=1.00, oov
48	gásio	1.000	cap_ratio=1.00, oov
48	hae-won	1.000	cap_ratio=1.00, oov
48	hanso	1.000	cap_ratio=1.00, oov
48	harridan	1.000	cap_ratio=1.00, oov
48	havel	0.933	cap_ratio=0.93, oov
48	havesham	1.000	cap_ratio=1.00, oov
48	hellcat	0.975	cap_ratio=0.97, oov
48	hettinger	1.000	cap_ratio=1.00, oov
48	heyman	1.000	cap_ratio=1.00, oov
48	heymann	1.000	cap_ratio=1.00, oov
48	hfuhruhurr	1.000	cap_ratio=1.00, oov
48	hhs	1.000	cap_ratio=1.00, oov
48	hi-hatz	1.000	cap_ratio=1.00, oov
48	hooten	1.000	cap_ratio=1.00, oov
48	huiniang	1.000	cap_ratio=1.00, oov
48	humbarts	1.000	cap_ratio=1.00, oov
48	hynkie	1.000	cap_ratio=1.00, oov
48	iaa	1.000	cap_ratio=1.00, oov
48	ignosi	1.000	cap_ratio=1.00, oov
48	ikuma	1.000	cap_ratio=1.00, oov
48	ingersoll	1.000	cap_ratio=1.00, oov
48	inr	0.956	cap_ratio=0.96, oov
48	inui	1.000	cap_ratio=1.00, oov
48	irimiás	1.000	cap_ratio=1.00, oov
48	irène	1.000	cap_ratio=1.00, oov
48	isaque	1.000	cap_ratio=1.00, oov
48	isler	1.000	cap_ratio=1.00, oov
48	iugoslávia	1.000	cap_ratio=1.00, oov
48	ivarsson	1.000	cap_ratio=1.00, oov
48	ivchenko	1.000	cap_ratio=1.00, oov
48	iww	1.000	cap_ratio=1.00, oov
48	jacinda	1.000	cap_ratio=1.00, oov
48	jaka	1.000	cap_ratio=1.00, oov
48	jap	1.000	cap_ratio=1.00, oov
48	jasna	1.000	cap_ratio=1.00, oov
48	jaybo	1.000	cap_ratio=1.00, oov
48	jemmy	0.977	cap_ratio=0.98, oov
48	jenssen	1.000	cap_ratio=1.00, oov
48	jiale	1.000	cap_ratio=1.00, oov
48	jiminez	1.000	cap_ratio=1.00, oov
48	jordie	1.000	cap_ratio=1.00, oov
48	josaphat	1.000	cap_ratio=1.00, oov
48	judges	0.944	cap_ratio=0.94, oov
48	kandy	1.000	cap_ratio=1.00, oov
48	karlsen	1.000	cap_ratio=1.00, oov
48	kasada	0.975	cap_ratio=0.97, oov
48	kazmi	1.000	cap_ratio=1.00, oov
48	keetongu	1.000	cap_ratio=1.00, oov
48	kennington	1.000	cap_ratio=1.00, oov
48	kibera	1.000	cap_ratio=1.00, oov
48	kingussie	1.000	cap_ratio=1.00, oov
48	kleber	0.979	cap_ratio=0.98, oov
48	klemper	1.000	cap_ratio=1.00, oov
48	kokumo	1.000	cap_ratio=1.00, oov
48	kopi	1.000	cap_ratio=1.00, oov
48	korneev	1.000	cap_ratio=1.00, oov
48	koso	0.921	cap_ratio=0.92, oov
48	kroyov	1.000	cap_ratio=1.00, oov
48	ksi	1.000	cap_ratio=1.00, oov
48	laemmle	1.000	cap_ratio=1.00, oov
48	langenkamp	1.000	cap_ratio=1.00, oov
48	lavalle	1.000	cap_ratio=1.00, oov
48	leelu	1.000	cap_ratio=1.00, oov
48	lefranc	1.000	cap_ratio=1.00, oov
48	leofric	1.000	cap_ratio=1.00, oov
48	libria	1.000	cap_ratio=1.00, oov
48	lifton	1.000	cap_ratio=1.00, oov
48	linge	0.967	cap_ratio=0.97, oov
48	listerine	1.000	cap_ratio=1.00, oov
48	littlewood	1.000	cap_ratio=1.00, oov
48	locque	1.000	cap_ratio=1.00, oov
48	longworth	1.000	cap_ratio=1.00, oov
48	lotterman	1.000	cap_ratio=1.00, oov
48	louella	1.000	cap_ratio=1.00, oov
48	lucario	1.000	cap_ratio=1.00, oov
48	lucassi	1.000	cap_ratio=1.00, oov
48	luchs	1.000	cap_ratio=1.00, oov
48	lufkin	1.000	cap_ratio=1.00, oov
48	lynwood	1.000	cap_ratio=1.00, oov
48	léna	1.000	cap_ratio=1.00, oov
48	mabelle	1.000	cap_ratio=1.00, oov
48	malestrazza	1.000	cap_ratio=1.00, oov
48	mandelbaum	1.000	cap_ratio=1.00, oov
48	mariella	1.000	cap_ratio=1.00, oov
48	marjane	1.000	cap_ratio=1.00, oov
48	markey	1.000	cap_ratio=1.00, oov
48	marschz	1.000	cap_ratio=1.00, oov
48	massarde	1.000	cap_ratio=1.00, oov
48	matanza	1.000	cap_ratio=1.00, oov
48	mcadoo	1.000	cap_ratio=1.00, oov
48	mcclennan	1.000	cap_ratio=1.00, oov
48	mcgruff	1.000	cap_ratio=1.00, oov
48	mcmíssil	1.000	cap_ratio=1.00, oov
48	megalodon	0.953	cap_ratio=0.95, oov
48	meiks	1.000	cap_ratio=1.00, oov
48	meriweather	1.000	cap_ratio=1.00, oov
48	mickeys	1.000	cap_ratio=1.00, oov
48	midvale	1.000	cap_ratio=1.00, oov
48	mikhailov	1.000	cap_ratio=1.00, oov
48	milhous	1.000	cap_ratio=1.00, oov
48	milko	1.000	cap_ratio=1.00, oov
48	min-jun	1.000	cap_ratio=1.00, oov
48	minn	1.000	cap_ratio=1.00, oov
48	mokbel	1.000	cap_ratio=1.00, oov
48	molony	1.000	cap_ratio=1.00, oov
48	mongi	1.000	cap_ratio=1.00, oov
48	moonpie	1.000	cap_ratio=1.00, oov
48	moze	1.000	cap_ratio=1.00, oov
48	mulher-elástica	1.000	cap_ratio=1.00, oov
48	mulvaney	1.000	cap_ratio=1.00, oov
48	munn	1.000	cap_ratio=1.00, oov
48	murray's	1.000	cap_ratio=1.00, oov
48	murthy	1.000	cap_ratio=1.00, oov
48	n'kara	1.000	cap_ratio=1.00, oov
48	n'sync	0.977	cap_ratio=0.98, oov
48	najib	1.000	cap_ratio=1.00, oov
48	napplebee	1.000	cap_ratio=1.00, oov
48	narin	1.000	cap_ratio=1.00, oov
48	narvik-a	1.000	cap_ratio=1.00, oov
48	nazerman	1.000	cap_ratio=1.00, oov
48	neeble	1.000	cap_ratio=1.00, oov
48	neeley	1.000	cap_ratio=1.00, oov
48	neodyne	1.000	cap_ratio=1.00, oov
48	nf	0.974	cap_ratio=0.97, oov
48	nicolo	0.914	cap_ratio=0.91, oov
48	nimh	1.000	cap_ratio=1.00, oov
48	nishinomiya	1.000	cap_ratio=1.00, oov
48	noirtier	1.000	cap_ratio=1.00, oov
48	noose	0.978	cap_ratio=0.98, oov
48	nurko	1.000	cap_ratio=1.00, oov
48	néstor	1.000	cap_ratio=1.00, oov
48	oglethorpe	1.000	cap_ratio=1.00, oov
48	okla	1.000	cap_ratio=1.00, oov
48	oldacre	1.000	cap_ratio=1.00, oov
48	orlovsky	1.000	cap_ratio=1.00, oov
48	oshare	1.000	cap_ratio=1.00, oov
48	ospina	1.000	cap_ratio=1.00, oov
48	osugi	1.000	cap_ratio=1.00, oov
48	ownzy	1.000	cap_ratio=1.00, oov
48	pacers	0.977	cap_ratio=0.98, oov
48	pakoussa	1.000	cap_ratio=1.00, oov
48	palance	1.000	cap_ratio=1.00, oov
48	panetta	1.000	cap_ratio=1.00, oov
48	parisha	1.000	cap_ratio=1.00, oov
48	parvez	1.000	cap_ratio=1.00, oov
48	patmos	1.000	cap_ratio=1.00, oov
48	patrizia	1.000	cap_ratio=1.00, oov
48	peckinpah	1.000	cap_ratio=1.00, oov
48	pederson	1.000	cap_ratio=1.00, oov
48	pelton	1.000	cap_ratio=1.00, oov
48	penber	1.000	cap_ratio=1.00, oov
48	pennybaker	1.000	cap_ratio=1.00, oov
48	pennyways	1.000	cap_ratio=1.00, oov
48	perkus	1.000	cap_ratio=1.00, oov
48	perséphone	1.000	cap_ratio=1.00, oov
48	petarda	1.000	cap_ratio=1.00, oov
48	pich'desta	1.000	cap_ratio=1.00, oov
48	pickler	1.000	cap_ratio=1.00, oov
48	piell	1.000	cap_ratio=1.00, oov
48	piovani	1.000	cap_ratio=1.00, oov
48	piscopo	1.000	cap_ratio=1.00, oov
48	plantin	1.000	cap_ratio=1.00, oov
48	plio	1.000	cap_ratio=1.00, oov
48	pooh-bear	1.000	cap_ratio=1.00, oov
48	portley-rind	1.000	cap_ratio=1.00, oov
48	princefield	1.000	cap_ratio=1.00, oov
48	prinze	1.000	cap_ratio=1.00, oov
48	protess	1.000	cap_ratio=1.00, oov
48	psikill	1.000	cap_ratio=1.00, oov
48	quantónio	1.000	cap_ratio=1.00, oov
48	quarter-pounder	1.000	cap_ratio=1.00, oov
48	quay	1.000	cap_ratio=1.00, oov
48	quinones	1.000	cap_ratio=1.00, oov
48	r's	1.000	cap_ratio=1.00, oov
48	rabelais	1.000	cap_ratio=1.00, oov
48	raqim	1.000	cap_ratio=1.00, oov
48	razzles	1.000	cap_ratio=1.00, oov
48	reetou	1.000	cap_ratio=1.00, oov
48	reigns	1.000	cap_ratio=1.00, oov
48	reinigen	0.930	cap_ratio=0.93, oov
48	renovation	1.000	cap_ratio=1.00, oov
48	reshaun	1.000	cap_ratio=1.00, oov
48	rhumor	1.000	cap_ratio=1.00, oov
48	rib	0.943	cap_ratio=0.94, oov
48	rick's	1.000	cap_ratio=1.00, oov
48	rikke	1.000	cap_ratio=1.00, oov
48	riverfront	1.000	cap_ratio=1.00, oov
48	riverview	1.000	cap_ratio=1.00, oov
48	rizza	1.000	cap_ratio=1.00, oov
48	roncero	1.000	cap_ratio=1.00, oov
48	roylott	1.000	cap_ratio=1.00, oov
48	rsa	0.971	cap_ratio=0.97, oov
48	ruka	1.000	cap_ratio=1.00, oov
48	rukhsar	1.000	cap_ratio=1.00, oov
48	rumsfield	1.000	cap_ratio=1.00, oov
48	ruprecht	1.000	cap_ratio=1.00, oov
48	saber-sensor	1.000	cap_ratio=1.00, oov
48	salminen	1.000	cap_ratio=1.00, oov
48	salvor	1.000	cap_ratio=1.00, oov
48	sam's	1.000	cap_ratio=1.00, oov
48	sandee	1.000	cap_ratio=1.00, oov
48	sarahs	1.000	cap_ratio=1.00, oov
48	sardi's	1.000	cap_ratio=1.00, oov
48	scalice	1.000	cap_ratio=1.00, oov
48	scapelli	1.000	cap_ratio=1.00, oov
48	scarpine	1.000	cap_ratio=1.00, oov
48	sds	1.000	cap_ratio=1.00, oov
48	seaweed	0.969	cap_ratio=0.97, oov
48	sectragon	1.000	cap_ratio=1.00, oov
48	seven-up	1.000	cap_ratio=1.00, oov
48	shakir	1.000	cap_ratio=1.00, oov
48	shenyang	1.000	cap_ratio=1.00, oov
48	shlubb	1.000	cap_ratio=1.00, oov
48	shogunate	1.000	cap_ratio=1.00, oov
48	shoreditch	1.000	cap_ratio=1.00, oov
48	shostakovich	1.000	cap_ratio=1.00, oov
48	shouse	1.000	cap_ratio=1.00, oov
48	silverhielm	1.000	cap_ratio=1.00, oov
48	silvius	1.000	cap_ratio=1.00, oov
48	singijeon	1.000	cap_ratio=1.00, oov
48	skander	1.000	cap_ratio=1.00, oov
48	sketchy	0.966	cap_ratio=0.97, oov
48	skidmore	1.000	cap_ratio=1.00, oov
48	skullbocks	1.000	cap_ratio=1.00, oov
48	sloosha	1.000	cap_ratio=1.00, oov
48	socinus	1.000	cap_ratio=1.00, oov
48	sorrows	0.938	cap_ratio=0.94, oov
48	spackman	1.000	cap_ratio=1.00, oov
48	spirou	1.000	cap_ratio=1.00, oov
48	spitalfields	1.000	cap_ratio=1.00, oov
48	spleen	0.914	cap_ratio=0.91, oov
48	stade	0.909	cap_ratio=0.91, oov
48	stadt	1.000	cap_ratio=1.00, oov
48	staker	1.000	cap_ratio=1.00, oov
48	stanwick	1.000	cap_ratio=1.00, oov
48	stevensons	1.000	cap_ratio=1.00, oov
48	storey	1.000	cap_ratio=1.00, oov
48	straithan	1.000	cap_ratio=1.00, oov
48	stumpo	1.000	cap_ratio=1.00, oov
48	subotai	1.000	cap_ratio=1.00, oov
48	sultenfuss	1.000	cap_ratio=1.00, oov
48	supriya	1.000	cap_ratio=1.00, oov
48	tallahasse	1.000	cap_ratio=1.00, oov
48	talman	1.000	cap_ratio=1.00, oov
48	tappon	1.000	cap_ratio=1.00, oov
48	tarpon	0.979	cap_ratio=0.98, oov
48	tatsuya	0.958	cap_ratio=0.96, oov
48	telluride	1.000	cap_ratio=1.00, oov
48	templer	1.000	cap_ratio=1.00, oov
48	tenessee	1.000	cap_ratio=1.00, oov
48	terrel	1.000	cap_ratio=1.00, oov
48	tex-mex	1.000	cap_ratio=1.00, oov
48	theroux	1.000	cap_ratio=1.00, oov
48	thibedeaux	1.000	cap_ratio=1.00, oov
48	tillerman	0.973	cap_ratio=0.97, oov
48	timberline	1.000	cap_ratio=1.00, oov
48	tonton	1.000	cap_ratio=1.00, oov
48	tosha	1.000	cap_ratio=1.00, oov
48	toyotas	1.000	cap_ratio=1.00, oov
48	traduçãoe	0.929	cap_ratio=0.93, oov
48	trayvis	1.000	cap_ratio=1.00, oov
48	trovao	0.929	cap_ratio=0.93, oov
48	trw	1.000	cap_ratio=1.00, oov
48	tsurugame	1.000	cap_ratio=1.00, oov
48	tugger	1.000	cap_ratio=1.00, oov
48	tustin	1.000	cap_ratio=1.00, oov
48	tydings	1.000	cap_ratio=1.00, oov
48	tívia	1.000	cap_ratio=1.00, oov
48	uberta	1.000	cap_ratio=1.00, oov
48	ulbrich	1.000	cap_ratio=1.00, oov
48	urshu	1.000	cap_ratio=1.00, oov
48	v's	1.000	cap_ratio=1.00, oov
48	vanellope	1.000	cap_ratio=1.00, oov
48	varagine	1.000	cap_ratio=1.00, oov
48	vermeil	1.000	cap_ratio=1.00, oov
48	vernet	0.978	cap_ratio=0.98, oov
48	villon	1.000	cap_ratio=1.00, oov
48	virgina	1.000	cap_ratio=1.00, oov
48	vishwasrao	1.000	cap_ratio=1.00, oov
48	vith	1.000	cap_ratio=1.00, oov
48	vlachko	1.000	cap_ratio=1.00, oov
48	vorash	1.000	cap_ratio=1.00, oov
48	waaldt	1.000	cap_ratio=1.00, oov
48	wafa	1.000	cap_ratio=1.00, oov
48	wakewood	1.000	cap_ratio=1.00, oov
48	wannahockaloogie	1.000	cap_ratio=1.00, oov
48	warnekros	1.000	cap_ratio=1.00, oov
48	watcher	0.976	cap_ratio=0.98, oov
48	weezmer	1.000	cap_ratio=1.00, oov
48	werber	1.000	cap_ratio=1.00, oov
48	westbound	1.000	cap_ratio=1.00, oov
48	westhole	1.000	cap_ratio=1.00, oov
48	whizzers	1.000	cap_ratio=1.00, oov
48	wilkes-barre	1.000	cap_ratio=1.00, oov
48	wolffe	0.974	cap_ratio=0.97, oov
48	wolfhausen	1.000	cap_ratio=1.00, oov
48	woodmere	1.000	cap_ratio=1.00, oov
48	woodsey	1.000	cap_ratio=1.00, oov
48	woosnum	1.000	cap_ratio=1.00, oov
48	worden	0.979	cap_ratio=0.98, oov
48	wq	1.000	cap_ratio=1.00, oov
48	yamamura	1.000	cap_ratio=1.00, oov
48	yashin	1.000	cap_ratio=1.00, oov
48	ybrahim	1.000	cap_ratio=1.00, oov
48	yeter	1.000	cap_ratio=1.00, oov
48	yi-chun	1.000	cap_ratio=1.00, oov
48	yokas	1.000	cap_ratio=1.00, oov
48	yon	0.930	cap_ratio=0.93, oov
48	yoroi	1.000	cap_ratio=1.00, oov
48	yoshioka	1.000	cap_ratio=1.00, oov
48	ysidro	1.000	cap_ratio=1.00, oov
48	zales	1.000	cap_ratio=1.00, oov
48	zemph	1.000	cap_ratio=1.00, oov
48	zipcouch	1.000	cap_ratio=1.00, oov
48	zippe	1.000	cap_ratio=1.00, oov
48	zoref	1.000	cap_ratio=1.00, oov
48	zvenka	1.000	cap_ratio=1.00, oov
47	abuja	1.000	cap_ratio=1.00, oov
47	achmun	1.000	cap_ratio=1.00, oov
47	adelheid	1.000	cap_ratio=1.00, oov
47	adell	1.000	cap_ratio=1.00, oov
47	admiral's	1.000	cap_ratio=1.00, oov
47	afeni	1.000	cap_ratio=1.00, oov
47	agosta	1.000	cap_ratio=1.00, oov
47	aharon	1.000	cap_ratio=1.00, oov
47	akama	1.000	cap_ratio=1.00, oov
47	ambrosa	0.974	cap_ratio=0.97, oov
47	amunde	1.000	cap_ratio=1.00, oov
47	amêrica	1.000	cap_ratio=1.00, oov
47	angelatron	1.000	cap_ratio=1.00, oov
47	animagus	0.915	cap_ratio=0.91, oov
47	ankita	1.000	cap_ratio=1.00, oov
47	anung	1.000	cap_ratio=1.00, oov
47	aokigahara	1.000	cap_ratio=1.00, oov
47	appley	1.000	cap_ratio=1.00, oov
47	aqueduct	1.000	cap_ratio=1.00, oov
47	arile	1.000	cap_ratio=1.00, oov
47	arleen	1.000	cap_ratio=1.00, oov
47	as-salamu	1.000	cap_ratio=1.00, oov
47	atl	1.000	cap_ratio=1.00, oov
47	attilan	1.000	cap_ratio=1.00, oov
47	aureliano	1.000	cap_ratio=1.00, oov
47	ayana	1.000	cap_ratio=1.00, oov
47	baffin	1.000	cap_ratio=1.00, oov
47	baked	0.932	cap_ratio=0.93, oov
47	barea	1.000	cap_ratio=1.00, oov
47	barkov	1.000	cap_ratio=1.00, oov
47	barrol	1.000	cap_ratio=1.00, oov
47	barthélemy	1.000	cap_ratio=1.00, oov
47	bascombe	1.000	cap_ratio=1.00, oov
47	basinger	1.000	cap_ratio=1.00, oov
47	bativolta	1.000	cap_ratio=1.00, oov
47	beemus	1.000	cap_ratio=1.00, oov
47	bell's	0.917	cap_ratio=0.92, oov
47	ben's	1.000	cap_ratio=1.00, oov
47	berck	1.000	cap_ratio=1.00, oov
47	berryhill	1.000	cap_ratio=1.00, oov
47	bhima	1.000	cap_ratio=1.00, oov
47	birgitte	1.000	cap_ratio=1.00, oov
47	blackfeet	1.000	cap_ratio=1.00, oov
47	blackmore	0.976	cap_ratio=0.98, oov
47	bloodhound	0.957	cap_ratio=0.96, oov
47	bodaway	1.000	cap_ratio=1.00, oov
47	boesson	1.000	cap_ratio=1.00, oov
47	bosnia	0.905	cap_ratio=0.90, oov
47	bqe	1.000	cap_ratio=1.00, oov
47	braedon	1.000	cap_ratio=1.00, oov
47	braitwaite	1.000	cap_ratio=1.00, oov
47	brannen	1.000	cap_ratio=1.00, oov
47	brisco	1.000	cap_ratio=1.00, oov
47	brocius	1.000	cap_ratio=1.00, oov
47	bynes	1.000	cap_ratio=1.00, oov
47	byong	1.000	cap_ratio=1.00, oov
47	camaros	1.000	cap_ratio=1.00, oov
47	canales	0.973	cap_ratio=0.97, oov
47	canucks	1.000	cap_ratio=1.00, oov
47	capitana	0.979	cap_ratio=0.98, oov
47	capitâo	1.000	cap_ratio=1.00, oov
47	cartagia	1.000	cap_ratio=1.00, oov
47	cavin	1.000	cap_ratio=1.00, oov
47	cesaretto	1.000	cap_ratio=1.00, oov
47	chang's	1.000	cap_ratio=1.00, oov
47	chiaki	1.000	cap_ratio=1.00, oov
47	chieh	1.000	cap_ratio=1.00, oov
47	cindar	1.000	cap_ratio=1.00, oov
47	clawson	1.000	cap_ratio=1.00, oov
47	cloverleaf	1.000	cap_ratio=1.00, oov
47	clucksten	1.000	cap_ratio=1.00, oov
47	comdt	1.000	cap_ratio=1.00, oov
47	comley	1.000	cap_ratio=1.00, oov
47	concepción	0.974	cap_ratio=0.97, oov
47	cortezes	0.963	cap_ratio=0.96, oov
47	corvadt	1.000	cap_ratio=1.00, oov
47	countee	1.000	cap_ratio=1.00, oov
47	crone	1.000	cap_ratio=1.00, oov
47	cáceres	1.000	cap_ratio=1.00, oov
47	dagenham	1.000	cap_ratio=1.00, oov
47	dahlberg	1.000	cap_ratio=1.00, oov
47	dassin	1.000	cap_ratio=1.00, oov
47	delahunt	1.000	cap_ratio=1.00, oov
47	deryabar	1.000	cap_ratio=1.00, oov
47	despenser	1.000	cap_ratio=1.00, oov
47	dhl	1.000	cap_ratio=1.00, oov
47	dillio	1.000	cap_ratio=1.00, oov
47	dimello	1.000	cap_ratio=1.00, oov
47	dimples	0.962	cap_ratio=0.96, oov
47	dority	1.000	cap_ratio=1.00, oov
47	dorniya	1.000	cap_ratio=1.00, oov
47	dostoiévski	1.000	cap_ratio=1.00, oov
47	druot	1.000	cap_ratio=1.00, oov
